title,seasons_count,episodes_count,ratings,vote_count,popularity,original_language,overview,genres,production_details,air_years,cast,keywords,imdb_id,networks,country_of_origin
Starsky & Hutch,4,92,7.0,11000,77.0,English,"Streetwise Detective David Starsky partners up with a more intellectual partner, Kenneth 'Hutch' Hutchinson, to protect citizens and patrol the streets of Bay City.","Action & Adventure, Drama",ABC Network Productions,1975-1979,"David Soul: Det. Ken 'Hutch' Hutchinson, Paul Michael Glaser: Det. Dave Starsky, Antonio Fargas: Huggy Bear, Bernie Hamilton: Capt. Harold Dobey, Eldon Burke: Police officer …, Marki Bey: Officer Minnie Kaplan, Charlie Picerni: Alex …, Peter MacLean: Judge Raymond McClellan …, Darrell Zwerling: Mr. Thistleman …, Chuck Hicks: Marty …","red, cop, white, bear, private, michael, aid, bust, interweave, life play, edu, dealer, ken, soul, criminal, david, police, play, drama, take, help, life",tt0072567,ABC,United States
Sanford and Son,6,136,7.9,11000,86.9,English,The misadventures of a cantankerous junk dealer and his frustrated son.,Comedy,"Bud Yorkin Productions, Norman Lear/Tandem Productions, NorBud Productions, Tandem Productions",1972-1977,"Redd Foxx: Fred G. Sanford …, Demond Wilson: Lamont Sanford …, LaWanda Page: Aunt Esther Anderson, Don Bexley: Bubba Bexley, Whitman Mayo: Grady Wilson, Nathaniel Taylor: Rollo Larson, Lynn Hamilton: Donna Harris …, Hal Williams: Officer 'Smitty' Smith, Howard Platt: Officer 'Hoppy' Hopkins, Gregory Sierra: Julio Fuentes","son, want, time, year, dealer, aunt, fake, arm, year old, run, old, star, leave, live, beloved, yahoo com, yahoo, los angeles, los, briguy_52732, brian rathjen, scheme, neighborhood, rathjen briguy_52732, short, feeling, die year, debut, rathjen, revive, angeles, briguy_52732 yahoo, accompany, want leave, sitcom, threaten, brian, widow, classic, black, crazy, moment, stay, show, white, die, money, house, heart, television",tt0068128,NBC,United States
The Mary Tyler Moore Show,7,168,8.3,11000,91.3,English,"30-year-old single Mary Richards moves to Minneapolis to start a new life after a romantic break-up. There she reacquaints with Phyllis who rents her a room, and meets her upstairs neighbor and new best friend Rhoda. Mary unexpectedly lands a job as associate producer at the TV station WJM, where she works alongside her bristly boss, Lou; the comical newswriter, Murray; and the newscast's often-incompetent anchor, Ted.",Comedy,MTM Enterprises,1970-1977,"Mary Tyler Moore: Mary Richards, Edward Asner: Lou Grant, Gavin MacLeod: Murray Slaughter, Valerie Harper: Rhoda Morgenstern …, Ted Knight: Ted Baxter …, Georgia Engel: Georgette Franklin …, Betty White: Sue Ann Nivens, Cloris Leachman: Phyllis Lindstrom, John Amos: Gordy Howard …, Joyce Bulifant: Marie Slaughter","news, friend, writer, producer, grant, apartment, include, move, work, find, woman, single, boss, small, romance, career, home, man, young, good, studio, friend work, life work, rate, find work, absorb, bad, high rise, clock, trial, huggo, progress, navigate, hard, boyfriend, role, young woman, meeting, hire, brain, humorous, low, neighbor, happen, happy, life, spend time, television, country, anonymous",tt0065314,CBS,United States
The Yogi Bear Show,2,97,6.6,11000,72.6,English,"From his home in Jellystone Park, Yogi Bear dreams of nothing more in life than to outwit as many unsuspecting tourists as he can and grab their prized picnic baskets all while staying one step ahead of the ever-exasperated Ranger Smith. Yogi's little buddy, Boo-Boo, tries to keep Yogi out of trouble but rarely succeeds. That's okay because not even Ranger Smith can stay mad for long at the lovable, irresistible Yogi Bear.","Animation, Comedy",,1961-1962,"Daws Butler: Yogi Bear …, Don Messick: Boo Boo …, Jimmy Weldon: Yakky Doodle, Renzo Palmer: Svicolone, Vance Colvig Jr.: Chopper, Doug Young: Bigelow …, Jean Vander Pyl: Lila …, Bea Benaderet: Belle …, Julie Bennett: Cindy Bear, Duke Mitchell: Boppy Barrin","park, park ranger, stop, ranger, raid, bear, look, try",tt0255768,Syndication,United States
Say Nothing,1,9,8.2,11000,90.2,English,Spanning four tumultuous decades during The Troubles in Northern Ireland.Spanning four tumultuous decades during The Troubles in Northern Ireland.Spanning four tumultuous decades during The Troubles in Northern Ireland.,"Docudrama, Period Drama, Drama, History, Thriller","Color Force, FX Productions",2024,"Lola Petticrew: Dolours Price, Hazel Doupe: Marian Price, Emily Healy: Helen McConville, Maxine Peake: Older Dolours Price, Rylee Neilly-Large: Michael McConville, Anthony Boyle: Brendan Hughes, Josh Finan: Gerry Adams, Judith Roddy: Jean McConville, Seamus O'Hara: Anthony 'Mackers' McIntyre, Lennox Loughran: Tucker McConville","disappear, operator, radical, right, single mother, peace, ireland, alive, brendan, disappearance, involvement, eye, price, silence, pursue, single, civil, jean, trouble, young woman, political, mystery, society, military, extreme, transform, member, sister, see, long, mother, home, include, people, young, know, woman, way",tt31122777,,"United States, Ireland"
86,1,24,8.2,11000,90.2,Japanese,"The Republic of San Magnolia has been attacked by its neighbor, the Empire.The Republic of San Magnolia has been attacked by its neighbor, the Empire.The Republic of San Magnolia has been attacked by its neighbor, the Empire.","Anime, Artificial Intelligence, Dystopian Sci-Fi, Epic, Mecha, Political Drama, Survival, Action, Animation, Drama","A-1 Pictures, Aniplex, Bandai Spirits",2021–2022,"Suzie Yeung: Vladilena Milize, Shoya Chiba: Shinei Nozen …, Saori Hayami: Anju Emma …, Sayumi Suzushiro: Kurena Kukumila …, Seiichiro Yamashita: Raiden Shuga, Natsumi Fujiwara: Theoto Rikka …, Billy Kametz: Shinei Nouzen …, Ikumi Hasegawa: Vladilena Mirize …, Maureen Price: Anju Emma, Asuna Tomari: Shinei Nozen (child) …","san, neighbor, empire, struggle, war, young, lie, long time, territory, remote, weapon, young man, claim, battlefield, communication, pilot, action, thing, wall, brand, research, humanity, government, attack, truth, country, special, direct, long, land, create, develop, call, turn, protect, battle, begin, man, help, know, woman, series, time, year",tt13718450,,Japan
Obsession,1,4,5.2,11000,57.2,English,"William falls in love with his soon-to-be daughter in law, Anna who's trying to keep both relationships but the truth always comes to light and someone is going to be hurt.William falls in love with his soon-to-be daughter in law, Anna who's trying to keep both relationships but the truth always comes to light and someone is going to be hurt.William falls in love with his soon-to-be daughter in law, Anna who's trying to keep both relationships but the truth always comes to light and someone is going to be hurt.","Erotic Thriller, Suspense Mystery, Drama, Mystery, Romance, Thriller","Gaumont UK, Gaumont, Moonage Pictures; 1",2023,"Richard Armitage: William Farrow, Rish Shah: Jay Farrow, Charlie Murphy: Anna Barton, Indira Varma: Ingrid Farrow, Anil Goutam: Edward, Theo Angel: Sally Farrow, Pippa Bennett-Warner: Peggy, Marion Bailey: Elizabeth, Nathan Hubble: Xander, Francesca Knight: Nadia","relationship, man, love, passion, william, consume, come light, anna, affair, hurt, political, fall love, wealth, desperate, light, career, drive, truth, appear, law, daughter, child, fall, wife, try, son, go, come, life",tt18831118,,"United Kingdom, France"
Impulse,2,20,7.4,11000,81.4,English,A young woman discovers she has the extraordinary power of teleportation.A young woman discovers she has the extraordinary power of teleportation.A young woman discovers she has the extraordinary power of teleportation.,"Coming-of-Age, Action, Drama, Mystery, Sci-Fi, Thriller",Universal Cable Productions,2018–2019,"Maddie Hasson: Henrietta 'Henry' Coles, Sarah Desjardins: Jenna Hope, Enuka Okuma: Deputy Anna Hulce …, Craig Arnold: Lucas Boone, Missi Pyle: Cleo Coles, Matt Gordon: Thomas Hope, Callum Keith Rennie: Nikolai, Daniel Maslany: Townes Linderman, Tanner Stine: Clay Boone, Tara Rosling: Esther Miller","power, new, unleash, extraordinary, outsider, major, classmate, cole, young woman, withdraw, control, encounter, deep, change, year old, town, old, new york, discover, york, young, woman, friend, year",tt6160506,,United States
Komi Can't Communicate,2,24,7.7,11000,84.7,Japanese,An elite and aloof schoolgirl is in fact severely withdrawn and anxious about communicating with others. An ordinary schoolboy befriends her and helps her to open up and talk with people.An elite and aloof schoolgirl is in fact severely withdrawn and anxious about communicating with others. An ordinary schoolboy befriends her and helps her to open up and talk with people.An elite and aloof schoolgirl is in fact severely withdrawn and anxious about communicating with others. An ordinary schoolboy befriends her and helps her to open up and talk with people.,"Anime, Coming-of-Age, Romantic Comedy, Shōnen, Sitcom, Slice of Life, Teen Comedy, Animation, Comedy, Drama",Oriental Light and Magic (OLM),2021–2022,"Aoi Koga: Komi Shouko, Gakuto Kajiwara: Tadano Hitohito, Rie Murakawa: Osana Najimi, Rina Hidaka: Yamai Ren, Noriko Hidaka: Narrator, Kyle McCarley: Hitohito Tadano, Skyler Davenport: Najimi Osana …, Amber Lee Connors: Shoko Komi, Yukiyo Fujii: Agari Himiko, Ami Maeshima: Yadano Makeru","communication, talk, make, problem, people, prevent, result, elite, befriend, capable, feeling, unable, social, reality, popular, withdraw, class, overcome, extreme, ordinary, suffer, fact, use, open, beauty, dream, get, help, know, friend",tt14626352,,Japan
Tires,2,7,7.3,11000,80.3,English,"Will, an unqualified heir, attempts to turn his auto repair business around while enduring torment from his now-employee cousin Shane.Will, an unqualified heir, attempts to turn his auto repair business around while enduring torment from his now-employee cousin Shane.Will, an unqualified heir, attempts to turn his auto repair business around while enduring torment from his now-employee cousin Shane.","Action, Comedy","Dad Sick Productions, AGI Entertainment Media & Management, Rough House Pictures",2024–2025,"Shane Gillis: Shane, Steve Gerben: Will, Chris O'Connor: Cal, Kilah Fox: Kilah, Stavros Halkias: Dave Louvopolis, Andrew Schulz: Schulz, Tommy Pope: Tommy, Anthony Moore: Anthony, Snow Feng: Ali, Bob Senkewicz: Arnold","torment, heir, employee, endure, business, attempt, turn",tt31491435,,United States
"With Love, Meghan",2,9,3.2,11000,35.2,English,"Markle shares personal tips and tricks, embracing playfulness over perfection, highlighting how to create beauty in unexpected ways.Markle shares personal tips and tricks, embracing playfulness over perfection, highlighting how to create beauty in unexpected ways.Markle shares personal tips and tricks, embracing playfulness over perfection, highlighting how to create beauty in unexpected ways.",Reality TV,"Archewell Productions, Sony Pictures Television, The Intellectual Property Corporation (IPC)",2025,"Meghan Markle: Self - Host, Kelly Zajfen: Self - Advocate & Friend, Tracy Robbins: Self - Founder & Friend, Mindy Kaling: Self - Actress, Producer & Friend, Roy Choi: Self - Chef & Restaurateur, Alice Waters: Self - Chef & Restauranteur, Daniel Martin: Self - Makeup Artist & Friend, Delfina Blaquier: Self - Landscape Architect & Friend, Ramon Velazquez: Self - Chef & Restauranteur, Vicky Tsai: Self - Founder & Friend","trick, embrace, perfection, highlight, unexpected, beauty, personal, create, way",tt35257773,,United States
Suzhal - The Vortex,2,16,8.1,11000,89.1,Tamil,"In a small South Indian town, a seemingly routine minor case explodes into a twisted crime thriller that rips apart its social fabric.In a small South Indian town, a seemingly routine minor case explodes into a twisted crime thriller that rips apart its social fabric.In a small South Indian town, a seemingly routine minor case explodes into a twisted crime thriller that rips apart its social fabric.","Crime, Drama, Thriller",Wallwatcher Films,2022,"Kathir: Sakkarai …, Aishwarya Rajesh: Nandini …, Lal: Chellapa, Shreya Reddy: Regina, Parthiban Radhakrishnan: Shanmugam, Prem: Vadivelu, Harish Uthaman: Trilok Vadde, Kumaravel: Guna, Indumathy Manikandan: Devi, Latha Rao: Selvi","twisted, social, south, thriller, routine, small, crime, case, town, surface, collide, bury, living, grave, real, drama, secret, set",tt20873118,,India
Jinn,1,5,3.5,11000,38.5,Arabic,An Arabic-language coming-of-age series with elements of the supernatural.An Arabic-language coming-of-age series with elements of the supernatural.An Arabic-language coming-of-age series with elements of the supernatural.,"Drama, Fantasy, Horror, Sci-Fi","Kabreet Productions, Master Key Production",2019,"Salma Malhas: Mira, Sultan Alkhail: Yassin, Hamzeh Okab: Hussni …, Aysha Shahaltough: Vera, Zaid Zoubi: Hassan, Ban Halaweh: Layla, Yasser Al Hadi: Fahed, Mohammad Hindieh: Omar, Karam Tabbaa: Jameel, Hana Chamoun: Ms. Ola","student, tell, supernatural, evil, classmate, save, human, call, fall, include, good, supernatural creature, summon, tell tale, unbeknownst, fall cliff, particular, danger, arabic, conclude, respond, rescue, shape, awaken, cliff, age, destroy, creature, visit, suspect, female, incident, tale, humanity, ancient, believe, bring, girl, school, want, protect, home, try, leave, city, series, come",tt8923396,,Jordan
On Call,1,8,7.5,11000,82.5,English,"Follows a pair of police officers on patrol as they respond to a new radio call, arriving on the scene to resolve incidents.Follows a pair of police officers on patrol as they respond to a new radio call, arriving on the scene to resolve incidents.Follows a pair of police officers on patrol as they respond to a new radio call, arriving on the scene to resolve incidents.","Police Procedural, Action, Crime, Drama","ATTN:, Amazon Studios, Universal Television",2025,"Troian Bellisario: Traci Harmon, Brandon Larracuente: Alex Diaz, Eriq La Salle: Sergeant Lasman, Mac Brandt: Officer Barlowe, Rich Ting: Sergeant Tyson Koyama, Lori Loughlin: Lieutenant Bishop, Rich Ceraulo Ko: Officer Matthew Rolland, Lobo Sebastian: Smokey, Robert Bailey Jr.: Officer Holt, Rafael Cabrera: Rafa","respond, resolve, officer, arrive, incident, radio, police, follow, new",tt14582876,,United States
